"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"46",46,"ODamacio  @oscardamacio 34m 34 minutes ago More Lo de Úrzua es: Como si a @MiguelHerreraDT le renuncia Álvaro Galindo. Como si Scoponi le renunciara al Tata Martino. Como si a @Javier_Alarcon_ se le va Carrillo. Como si al Doctor lo dejara @RoskaPerez  Como si a @DaniBisogno le dejara de hablar @clarketo  #FelizMartes Reply Retweet Like","ODamacio  ","@oscardamacio ","2019-07-09",NA,NA,NA,"Lo de Úrzua es: Como si a @MiguelHerreraDT le renuncia Álvaro Galindo. Como si Scoponi le renunciara al Tata Martino. Como si a @Javier_Alarcon_ se le va Carrillo. Como si al Doctor lo dejara @RoskaPerez  Como si a @DaniBisogno le dejara de hablar @clarketo  #FelizMartes","#FelizMartes","@MiguelHerreraDT, @Javier_Alarcon_, @RoskaPerez, @DaniBisogno, @clarketo","Lo, Como, Galindo, Como, Scoponi, Tata, Martino, Como, Carrillo, Como, Doctor, Como, FelizMartes"
"47",47,"Armando Talamantes  @TalamantesCNN 34m 34 minutes ago More Quiénes son los “personajes influyentes” a que se refiere la carta? Cuáles son los “patentes conflictos de interés” que tienen estos funcionarios? Urzúa alertó a AMLO? A la Función Pública? Llevó el caso a las instancias oficiales? (5/9) Reply 1 Retweet Like Show this thread","Armando Talamantes  ","@TalamantesCNN ","2019-07-09",NA,NA,1,"Quiénes son los “personajes influyentes” a que se refiere la carta? Cuáles son los “patentes conflictos de interés” que tienen estos funcionarios? Urzúa alertó a AMLO? A la Función Pública? Llevó el caso a las instancias oficiales? (5/9)    Show this thread","","","Quiénes, Cuáles, Urzúa, AMLO, Función, Pública, Llevó, Show"
"48",48,"LaparaDoJa  @LaparaDoJaChih 34m 34 minutes ago More #Nacional Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T.  http://www.laparadoja.com.mx/2019/07/carlos-urzua-renuncia-a-hacienda-critica-politicas-y-conflictos-de-interes-en-la-4t … Reply Retweet Like","LaparaDoJa  ","@LaparaDoJaChih ","2019-07-09",NA,NA,NA,"#Nacional Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T.  http://www.laparadoja.com.mx/2019/07/carlos-urzua-renuncia-a-hacienda-critica-politicas-y-conflictos-de-interes-en-la-4t …","#Nacional","","Nacional, Carlos, Urzúa, Hacienda"
"49",49,"Carl Martz  @CarlosMG2017 34m 34 minutes ago More Replying to @fernandeznorona @lopezobrador_ @CarlosUrzuaSHCP Pobres los de la 4T, ayer Carlos Urzúa era pieza fundamental en la estructura del cambio, hoy es otro más de la mafia del poder, neoliberal, son bipolares por conveniencia, pobres en verdad, se les va todo de las manos. Reply Retweet Like","Carl Martz  ","@CarlosMG2017 ","2019-07-09",NA,NA,NA,"REPLYING TO @fernandeznorona @lopezobrador_ @CarlosUrzuaSHCP Pobres los de la 4T, ayer Carlos Urzúa era pieza fundamental en la estructura del cambio, hoy es otro más de la mafia del poder, neoliberal, son bipolares por conveniencia, pobres en verdad, se les va todo de las manos.","","@fernandeznorona, @lopezobrador_, @CarlosUrzuaSHCP","Pobres, Carlos, Urzúa"
"50",50,"Callejero Noticias  @CallejeroPue 34m 34 minutes ago More #Nacional| ¡Uno más que  abandona el barco!  Ahora Carlos Urzúa, quién fungía como Secretario de Hacienda y Crédito Público, renuncia al cargo.  La nota aquí. Reply Retweet Like","Callejero Noticias  ","@CallejeroPue ","2019-07-09",NA,NA,NA,"#Nacional| ¡Uno más que  abandona el barco!  Ahora Carlos Urzúa, quién fungía como Secretario de Hacienda y Crédito Público, renuncia al cargo.  La nota aquí.","#Nacional","","Nacional, Uno, Ahora, Carlos, Urzúa, Secretario, Hacienda, Crédito, Público, La"
"51",51,"Jaime Eduardo Galvan  @jeduardogalvan 34m 34 minutes ago More Estoy esperando que @lopezobrador_ diga, que seguramente @FelipeCalderon esta detrás de la renuncia de Carlos Urzúa. #LaMafiaDelPoder Reply Retweet Like","Jaime Eduardo Galvan  ","@jeduardogalvan ","2019-07-09",NA,NA,NA,"Estoy esperando que @lopezobrador_ diga, que seguramente @FelipeCalderon esta detrás de la renuncia de Carlos Urzúa. #LaMafiaDelPoder","#LaMafiaDelPoder","@lopezobrador_, @FelipeCalderon","Estoy, Carlos, Urzúa, LaMafiaDelPoder"
"52",52,"Carmen LaDeLosGatos  @Carmen_Hern 34m 34 minutes ago More Ahí se tomaron las decisiones de dejar sin medicinas a los hospitales, de cortar la distribución de gasolinas y la dichosa partida secreta mientras que Urzúa solo veía sin poder actuar. Era de esperarse que, como cualquier persona con un poco de dignidad, renunciara. Reply Retweet Like Show this thread","Carmen LaDeLosGatos  ","@Carmen_Hern ","2019-07-09",NA,NA,NA,"Ahí se tomaron las decisiones de dejar sin medicinas a los hospitales, de cortar la distribución de gasolinas y la dichosa partida secreta mientras que Urzúa solo veía sin poder actuar. Era de esperarse que, como cualquier persona con un poco de dignidad, renunciara.    Show this thread","","","Ahí, Urzúa, Era, Show"
"53",53,"Juan Miguel Gongora  @JuanMGongora 34m 34 minutes ago More A los conspiranóicos que ven un acto de autoritarismo por parte de @lopezobrador_ en la renuncia de Carlos Urzúa, les platico que si eso fuera real, la renuncia no sería pública ni con el golpeteo que el ex secretario realiza en su carta! Reply Retweet Like","Juan Miguel Gongora  ","@JuanMGongora ","2019-07-09",NA,NA,NA,"A los conspiranóicos que ven un acto de autoritarismo por parte de @lopezobrador_ en la renuncia de Carlos Urzúa, les platico que si eso fuera real, la renuncia no sería pública ni con el golpeteo que el ex secretario realiza en su carta!","","@lopezobrador_","Carlos, Urzúa"
"54",54,"Rocio Barrionuevo  @juegosdealcoba_ 34m 34 minutes ago More Replying to @CarlosUrzuaSHCP Una pena, doctor Urzúa ; sin embargo, gracias por exhibir las acciones económicas de este gobierno que no tienen ni ton ni son en su carta de renuncia. Reply Retweet Like","Rocio Barrionuevo  ","@juegosdealcoba_ ","2019-07-09",NA,NA,NA,"REPLYING TO @CarlosUrzuaSHCP Una pena, doctor Urzúa ; sin embargo, gracias por exhibir las acciones económicas de este gobierno que no tienen ni ton ni son en su carta de renuncia.","","@CarlosUrzuaSHCP","Una, Urzúa"
"55",55,"Juan Martínez  @JCMtzAndrade 34m 34 minutes ago More Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T  Reply Retweet Like","Juan Martínez  ","@JCMtzAndrade ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T","","","Carlos, Urzúa, Hacienda"
"56",56,"Lector_espiado  @Lector_Espiado 34m 34 minutes ago More AMLO acepta renuncia de Carlos Urzúa y nombra a Arturo Herrera nuevo sec... https://youtu.be/KhCVuN7ckOI  vía @YouTube  el wey ese con cara de regañado y el pendejo de @lopezobrador_ tratando de justificar lo injustificable, el pg sí q es botella vieja y vino rancio o vinagre  Reply Retweet Like","Lector_espiado  ","@Lector_Espiado ","2019-07-09",NA,NA,NA,"AMLO acepta renuncia de Carlos Urzúa y nombra a Arturo Herrera nuevo sec... https://youtu.be/KhCVuN7ckOI  vía @YouTube  el wey ese con cara de regañado y el pendejo de @lopezobrador_ tratando de justificar lo injustificable, el pg sí q es botella vieja y vino rancio o vinagre","","@YouTube, @lopezobrador_","AMLO, Carlos, Urzúa, Arturo, Herrera, KhCVuN7ckOI"
"57",57,"Pedro Natividad  @pedropnatividad 34m 34 minutes ago More ¿La corrupción NUNCA se fue? Urzúa se DESPIDE de AMLO con TAJANTE carta http://mile.io/2XZb06G  Reply Retweet Like","Pedro Natividad  ","@pedropnatividad ","2019-07-09",NA,NA,NA,"¿La corrupción NUNCA se fue? Urzúa se DESPIDE de AMLO con TAJANTE carta http://mile.io/2XZb06G","","","La, NUNCA, Urzúa, DESPIDE, AMLO, TAJANTE, XZb06G"
"58",58,"24 HORAS Verified account  @diario24horas 34m 34 minutes ago More “Hago votos para que el Presidente López Obrador valore con responsabilidad las observaciones del ex secretario de Hacienda, Carlos Urzua, señalo el  el líder del PAN, Marko Cortés Reply Retweet Like","24 HORAS Verified account  ","@diario24horas ","2019-07-09",NA,NA,NA,"“Hago votos para que el Presidente López Obrador valore con responsabilidad las observaciones del ex secretario de Hacienda, Carlos Urzua, señalo el  el líder del PAN, Marko Cortés","","","Hago, Presidente, López, Obrador, Hacienda, Carlos, Urzua, PAN, Marko, Cortés"
"59",59,"Javier Martínez Staines  @javierstaines 34m 34 minutes ago More “No se puede poner vino nuevo en botellas viejas”, la respuesta de AMLO a la renuncia de Urzúa: Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -   Reply Retweet Like","Javier Martínez Staines  ","@javierstaines ","2019-07-09",NA,NA,NA,"“No se puede poner vino nuevo en botellas viejas”, la respuesta de AMLO a la renuncia de Urzúa: Dimite el ministro mexicano de Hacienda, Carlos Urzúa  -","","","No, AMLO, Urzúa, Dimite, Hacienda, Carlos, Urzúa"
"60",60,"Juán Tástico  @DonJuanPerez 34m 34 minutes ago More La renuncia de Carlos Urzúa es intrascendente porque como él mismo lo declara ni caso le hacían. Aquí sólo se demuestra una vez más que el lagarto López es quien decide todo y todo lo ha decidido mal. ""¿Ahora sí agárrense?"" ¡Nah! debimos estar agarrados desde enero. #FelizMartes Reply Retweet Like 1","Juán Tástico  ","@DonJuanPerez ","2019-07-09",NA,1,NA,"La renuncia de Carlos Urzúa es intrascendente porque como él mismo lo declara ni caso le hacían. Aquí sólo se demuestra una vez más que el lagarto López es quien decide todo y todo lo ha decidido mal. ""¿Ahora sí agárrense?"" ¡Nah! debimos estar agarrados desde enero. #FelizMartes","#FelizMartes","","La, Carlos, Urzúa, Aquí, López, Ahora, Nah, FelizMartes"
"61",61,"El Universal Verified account  @El_Universal_Mx 34m 34 minutes ago More ""Él no está conforme con las decisiones que estamos tomando"", dijo el Presidente en un mensaje tras la renuncia de Carlos Urzúa http://eluni.mx/cg2emb1qtq  Nombra AMLO a Arturo Herrera como secretario de Hacienda Andrés Manuel López Obrador nombró a Arturo Herrera como nuevo secretario de Hacienda y Crédito Público tras la renuncia de Carlos Urzúa Reply 1 Retweet Like 4","El Universal Verified account  ","@El_Universal_Mx ","2019-07-09",NA,4,1,"""Él no está conforme con las decisiones que estamos tomando"", dijo el Presidente en un mensaje tras la renuncia de Carlos Urzúa http://eluni.mx/cg2emb1qtq  Nombra AMLO a Arturo Herrera como secretario de Hacienda Andrés Manuel López Obrador nombró a Arturo Herrera como nuevo secretario de Hacienda y Crédito Público tras la renuncia de Carlos Urzúa","","","Presidente, Carlos, Urzúa, Nombra, AMLO, Arturo, Herrera, Hacienda, Andrés, Manuel, López, Obrador, Arturo, Herrera, Hacienda, Crédito, Público, Carlos, Urzúa"
"62",62,"Fatima Gomez  @Fatimagova 34m 34 minutes ago More Fatima Gomez Retweeted El Universal La jeta de Urzúa es como la de la señora del otro día cuando Anlo estaba en un hospital.  Fatima Gomez added, El Universal Verified account  @El_Universal_Mx #ÚltimaHora Ante la renuncia de Carlos Urzúa, @lopezobrador_ nombra a Arturo Herrera Gutiérrez secretario de Hacienda y Crédito Público http://eluni.mx/08tl_xm3vd   Show this thread Reply Retweet Like","Fatima Gomez  ","@Fatimagova ","2019-07-09",NA,NA,NA,"Fatima Gomez Retweeted El Universal La jeta de Urzúa es como la de la señora del otro día cuando Anlo estaba en un hospital.  Fatima Gomez added, El Universal Verified account  @El_Universal_Mx #ÚltimaHora Ante la renuncia de Carlos Urzúa, @lopezobrador_ nombra a Arturo Herrera Gutiérrez secretario de Hacienda y Crédito Público http://eluni.mx/08tl_xm3vd   Show this thread","#ÚltimaHora","@El_Universal_Mx, @lopezobrador_","Fatima, Gomez, Retweeted, El, Universal, La, Urzúa, Anlo, Fatima, Gomez, El, Universal, Verified, Hora, Ante, Carlos, Urzúa, Arturo, Herrera, Gutiérrez, Hacienda, Crédito, Público, Show"
"63",63,"Padre Santo  @ciudadanochihua 34m 34 minutes ago More ""Se vá Urzúa, por todas sus pendejadas y absurdos, señor, me es muy difícil aceptarle el cargo, ya que también yo tengo claro que su proyecto exterminador, no tiene ningún futuro""  Pensamiento del individuo que acompaña al pendejo populista, al momento exacto de la foto #URGENTE Reply Retweet 1 Like","Padre Santo  ","@ciudadanochihua ","2019-07-09",1,NA,NA,"""Se vá Urzúa, por todas sus pendejadas y absurdos, señor, me es muy difícil aceptarle el cargo, ya que también yo tengo claro que su proyecto exterminador, no tiene ningún futuro""  Pensamiento del individuo que acompaña al pendejo populista, al momento exacto de la foto #URGENTE","#URGENTE","","Se, Urzúa, Pensamiento, URGENTE"
"64",64,"Aurice  @b_a_h_p_s 34m 34 minutes ago More Replying to @AristeguiOnline Ahora resulta que el pendejo fue Urzúa, no fueron las politicas que quieren poner, no es la mala planeación, no es el conflicto de intereses, es Urzúa que no aguanta nada Reply Retweet Like","Aurice  ","@b_a_h_p_s ","2019-07-09",NA,NA,NA,"REPLYING TO @AristeguiOnline Ahora resulta que el pendejo fue Urzúa, no fueron las politicas que quieren poner, no es la mala planeación, no es el conflicto de intereses, es Urzúa que no aguanta nada","","@AristeguiOnline","Ahora, Urzúa, Urzúa"
"65",65,"POLÍTICO México Verified account  @politicomx 34m 34 minutes ago More La renuncia de Carlos Urzúa como titular de Hacienda ha generado una ola de reacciones de diferentes políticos. Estos son los mensajes que han enviado al gobierno tras esta nueva deserción. https://bit.ly/2YIoZej  Reply Retweet 1 Like 2 Show this thread","POLÍTICO México Verified account  ","@politicomx ","2019-07-09",1,2,NA,"La renuncia de Carlos Urzúa como titular de Hacienda ha generado una ola de reacciones de diferentes políticos. Estos son los mensajes que han enviado al gobierno tras esta nueva deserción. https://bit.ly/2YIoZej     Show this thread","","","La, Carlos, Urzúa, Hacienda, Estos, YIoZej, Show"
"66",66,"Noticias MVS Verified account  @NoticiasMVS 34m 34 minutes ago More .@Coparmex_CDMX indicó que la renuncia de Carlos Urzúa, tiene que ver con “la congruencia obligada” de algunos funcionarios que esperaban que las cosas se hicieran bien  Reply Retweet 2 Like 1","Noticias MVS Verified account  ","@NoticiasMVS ","2019-07-09",2,1,NA,".@Coparmex_CDMX indicó que la renuncia de Carlos Urzúa, tiene que ver con “la congruencia obligada” de algunos funcionarios que esperaban que las cosas se hicieran bien","","@Coparmex_CDMX","Carlos, Urzúa"
"67",67,"Angel Gallegos  @gallegoso 34m 34 minutes ago More Según MAOCH, ""(Urzúa) habla, ahí sí, de mano negra respecto a la de quienes lo han acompañado en su encargo, de quienes están participando en la toma de decisiones y que de manera muy honesta hoy lo habla de cara al país y de cara hacia los mexicanos"". Reply Retweet Like Show this thread","Angel Gallegos  ","@gallegoso ","2019-07-09",NA,NA,NA,"Según MAOCH, ""(Urzúa) habla, ahí sí, de mano negra respecto a la de quienes lo han acompañado en su encargo, de quienes están participando en la toma de decisiones y que de manera muy honesta hoy lo habla de cara al país y de cara hacia los mexicanos"".    Show this thread","","","Según, MAOCH, Urzúa, Show"
"68",68,"Arón López Miranda  @Aronlopez11 34m 34 minutes ago More Motivos por los que renunció Urzúa a la Secretaría de Hacienda https://www.milenio.com/politica/carlos-urzua-por-que-renuncio-a-la-secretaria-de-hacienda … Reply Retweet Like","Arón López Miranda  ","@Aronlopez11 ","2019-07-09",NA,NA,NA,"Motivos por los que renunció Urzúa a la Secretaría de Hacienda https://www.milenio.com/politica/carlos-urzua-por-que-renuncio-a-la-secretaria-de-hacienda …","","","Motivos, Urzúa, Secretaría, Hacienda"
"69",69,"Ivonne Ortega Verified account  @IvonneOP 34m 34 minutes ago More Lamentable la renuncia de Carlos Urzúa a la SHCP. Serios y directos señalamientos suyos sobre malas decisiones y conflictos de interés en el gobierno federal que tienen al país al borde de crisis en perjuicio de tod@s. Urge un contrapeso para retomar el rumbo, el PRI puede serlo. Reply Retweet 1 Like","Ivonne Ortega Verified account  ","@IvonneOP ","2019-07-09",1,NA,NA,"Lamentable la renuncia de Carlos Urzúa a la SHCP. Serios y directos señalamientos suyos sobre malas decisiones y conflictos de interés en el gobierno federal que tienen al país al borde de crisis en perjuicio de tod@s. Urge un contrapeso para retomar el rumbo, el PRI puede serlo.","","@s","Lamentable, Carlos, Urzúa, SHCP, Serios, Urge, PRI"
"70",70,"Juanjo Mora  @VacaSagradaPost 34m 34 minutes ago More **¡Muy preocupante y muy mala señal!**  Urzúa fue una de las razones por las que decidí apoyar el proyecto del Sr. López.  Reitero: muy mala señal.  Sr. @lopezobrador_ veo con muchísima preocupación cómo se desvirtúa y deforma su proyecto. Reply Retweet Like","Juanjo Mora  ","@VacaSagradaPost ","2019-07-09",NA,NA,NA,"**¡Muy preocupante y muy mala señal!**  Urzúa fue una de las razones por las que decidí apoyar el proyecto del Sr. López.  Reitero: muy mala señal.  Sr. @lopezobrador_ veo con muchísima preocupación cómo se desvirtúa y deforma su proyecto.","","@lopezobrador_","Muy, Urzúa, Sr, López, Reitero, Sr"
"71",71,"David Tapia  @DTapiaMedina 34m 34 minutes ago More La expresión corporal dice más que mil palabras.   #Eyeofthetiger  #ULTIMAHORA  #Urzua  Reply Retweet Like","David Tapia  ","@DTapiaMedina ","2019-07-09",NA,NA,NA,"La expresión corporal dice más que mil palabras.   #Eyeofthetiger  #ULTIMAHORA  #Urzua","#Eyeofthetiger, #ULTIMAHORA, #Urzua","","La, Eyeofthetiger, ULTIMAHORA, Urzua"
